signal,ret,win,pos_pct,dist_to_high,dist_to_low,dist_to_yin_top,pos_zone
高量柱,-13.13,0,40.3,27.22,18.35,-14.56,中位
价升量缩,-1.55,0,11.7,64.41,8.56,2.25,凹底
价升量缩,0.68,1,13.6,62.22,9.78,-1.78,凹底
价升量缩,4.78,1,11.1,65.16,8.14,0.9,凹底
价升量缩,-3.7,0,17.3,58.01,12.12,-3.46,凹底
价升量缩,-3.66,0,19.1,55.98,13.25,-4.7,凹底
价升量缩,0.65,1,16.0,59.39,11.35,1.75,凹底
价升量缩,-4.61,0,15.4,60.09,10.96,-0.44,凹底
倍量柱,-7.11,0,20.4,50.21,12.88,-2.58,低位
高量柱,-7.11,0,20.4,50.21,12.88,-2.58,低位
倍量柱,-1.1,0,19.0,44.93,10.57,-0.44,凹底
将军柱,-1.1,0,19.0,44.93,10.57,-0.44,凹底
缩量回踩,0.66,1,19.5,43.61,10.57,-2.64,凹底
价升量缩,2.8,1,22.8,41.13,12.12,4.76,低位
缩量回踩,-7.62,0,22.0,41.74,11.74,0.87,低位
价升量缩,-7.72,0,105.7,-2.09,38.99,-4.26,过峰
倍量柱,-7.14,0,116.3,-5.97,42.63,-9.97,过峰
高量柱,-7.14,0,116.3,-5.97,42.63,-9.97,过峰
价升量缩,0.92,1,64.4,20.45,36.99,5.51,中位
价升量缩,-4.3,0,68.5,17.66,38.45,0.75,高位
缩量回踩,-5.68,0,67.9,18.06,38.24,0.34,高位
缩量回踩,-2.9,0,65.6,19.61,37.42,2.56,高位
缩量回踩,-7.83,0,65.4,19.78,37.34,0.62,高位
缩量回踩,-7.79,0,62.8,21.55,36.41,2.46,中位
高量柱,5.26,1,52.6,29.19,32.41,-9.58,中位
高量柱,-0.0,0,56.1,26.45,33.85,-11.5,中位
价升量缩,-8.96,0,65.0,20.03,37.2,-15.99,高位
价升量缩,-6.36,0,63.5,21.04,36.68,0.84,中位
缩量回踩,-2.16,0,50.7,30.76,31.59,2.35,中位
倍量柱,-3.69,0,49.6,31.66,31.12,-5.72,中位
高量柱,-3.69,0,49.6,31.66,31.12,-5.72,中位
将军柱,-3.69,0,49.6,31.66,31.12,-5.72,中位
倍量柱,1.42,1,49.2,31.96,30.96,-3.52,中位
将军柱,1.42,1,49.2,31.96,30.96,-3.52,中位
价升量缩,0.24,1,53.2,28.71,32.66,-2.98,中位
倍量柱,-11.16,0,62.9,21.46,36.45,-8.44,中位
高量柱,-11.16,0,62.9,21.46,36.45,-8.44,中位
价升量缩,-4.85,0,55.4,27.01,33.55,3.38,中位
缩量回踩,-3.85,0,53.7,28.33,32.86,0.22,中位
倍量柱,-4.87,0,58.0,25.07,34.57,-5.43,中位
将军柱,-4.87,0,58.0,25.07,34.57,-5.43,中位
缩量回踩,-2.75,0,52.6,29.19,32.41,2.92,中位
倍量柱,-5.11,0,35.8,26.17,14.58,-2.81,中位
高量柱,-5.11,0,35.8,26.17,14.58,-2.81,中位
价升量缩,-3.5,0,25.9,31.44,11.01,-0.36,低位
倍量柱,0.99,1,21.1,34.79,9.29,-8.38,低位
高量柱,0.99,1,21.1,34.79,9.29,-8.38,低位
将军柱,0.99,1,21.1,34.79,9.29,-8.38,低位
高量柱,1.55,1,28.4,30.97,12.3,-10.97,低位
价升量缩,0.16,1,24.1,33.45,10.64,-0.36,低位
价升量缩,-7.54,0,35.6,27.04,14.94,-1.29,中位
缩量回踩,-3.54,0,23.9,33.57,10.56,1.08,低位
价升量缩,-6.22,0,24.9,32.97,10.96,0.63,低位
价升量缩,-3.12,0,20.2,35.78,9.08,2.2,低位
价升量缩,-1.64,0,27.1,29.96,11.12,-3.77,低位
倍量柱,13.7,1,29.2,27.0,11.12,-3.32,低位
高量柱,13.7,1,29.2,27.0,11.12,-3.32,低位
将军柱,13.7,1,29.2,27.0,11.12,-3.32,低位
高量柱,8.39,1,36.9,23.34,13.68,-2.0,中位
倍量柱,1.97,1,50.4,17.51,17.76,-6.64,中位
高量柱,1.97,1,50.4,17.51,17.76,-6.64,中位
将军柱,1.97,1,50.4,17.51,17.76,-6.64,中位
倍量过左峰,1.97,1,50.4,17.51,17.76,-6.64,中位
价升量缩,-5.55,0,68.0,10.62,22.58,-12.11,高位
价升量缩,-4.59,0,63.5,12.29,21.41,-0.16,中位
价升量缩,-4.76,0,62.2,11.86,19.5,1.54,中位
缩量回踩,-6.77,0,62.1,11.34,18.57,1.15,中位
倍量柱,-0.64,0,86.2,3.78,23.53,-8.49,过峰
高量柱,-0.64,0,86.2,3.78,23.53,-8.49,过峰
将军柱,-0.64,0,86.2,3.78,23.53,-8.49,过峰
价升量缩,-4.73,0,93.8,1.66,25.09,-10.36,过峰
价升量缩,-7.35,0,92.9,1.96,25.43,0.08,过峰
倍量柱,-9.87,0,90.9,2.5,25.04,-6.05,过峰
价升量缩,-3.99,0,51.4,15.03,15.87,1.27,中位
价升量缩,-6.0,0,53.0,14.44,16.3,0.76,中位
缩量回踩,-4.79,0,47.8,16.31,14.94,2.15,中位
倍量柱,-4.33,0,34.1,21.52,11.12,-2.42,低位
高量柱,-4.33,0,34.1,21.52,11.12,-2.42,低位
将军柱,-4.33,0,34.1,21.52,11.12,-2.42,低位
倍量柱,-1.56,0,23.4,25.93,7.9,-2.42,低位
将军柱,-1.56,0,23.4,25.93,7.9,-2.42,低位
价升量缩,0.84,1,24.7,25.35,8.33,-2.87,低位
高量柱,-0.36,0,24.5,25.46,8.24,0.09,低位
价升量缩,-1.19,0,26.4,24.66,8.83,-0.55,低位
高量柱,-7.09,0,30.5,22.96,10.07,-1.27,低位
高量柱,-5.76,0,34.6,21.31,11.28,-2.6,低位
高量柱,-1.01,0,37.1,20.34,11.99,-5.6,中位
缩量回踩,4.46,1,24.5,25.46,8.24,0.46,低位
倍量柱,2.09,1,37.4,20.23,12.07,-5.06,中位
高量柱,2.09,1,37.4,20.23,12.07,-5.06,中位
将军柱,2.09,1,37.4,20.23,12.07,-5.06,中位
价升量缩,-2.07,0,39.0,19.59,12.53,-1.15,中位
价升量缩,-1.45,0,40.9,18.86,13.07,-1.75,中位
缩量回踩,-0.92,0,34.9,21.2,11.36,1.97,低位
价升量缩,-2.24,0,39.8,19.28,12.76,1.23,中位
缩量回踩,-2.53,0,35.4,20.98,11.52,1.34,中位
价升量缩,-8.51,0,35.4,20.98,11.52,0.0,中位
价升量缩,-10.0,0,36.3,20.66,11.75,-0.27,中位
倍量柱,7.43,1,44.8,15.77,12.8,-7.79,中位
高量柱,7.43,1,44.8,15.77,12.8,-7.79,中位
将军柱,7.43,1,44.8,15.77,12.8,-7.79,中位
价升量缩,4.45,1,51.9,13.45,14.55,-9.64,中位
价升量缩,3.49,1,62.3,10.25,16.96,-0.27,中位
倍量柱,-4.01,0,74.7,6.67,19.66,-3.5,高位
将军柱,-4.01,0,74.7,6.67,19.66,-3.5,高位
价升量缩,-6.25,0,79.2,5.41,20.61,-2.28,高位
缩量回踩,-0.48,0,72.3,6.45,16.89,0.71,高位
高量柱,-8.65,0,85.6,3.26,19.38,-1.89,过峰
价升量缩,-9.57,0,47.2,19.92,17.83,-12.95,中位
高量柱,-16.52,0,45.9,20.52,17.42,-12.51,中位
高量柱,-19.66,0,56.7,15.77,20.67,-15.96,中位
倍量柱,-20.98,0,51.7,17.92,19.2,2.25,中位
高量柱,-20.98,0,51.7,17.92,19.2,2.25,中位
价升量缩,-3.86,0,19.0,51.26,12.06,-2.64,凹底
价升量缩,-2.98,0,19.6,50.69,12.39,0.5,凹底
缩量回踩,-4.75,0,18.7,51.64,11.84,0.63,凹底
缩量回踩,-7.68,0,17.9,52.41,11.39,1.14,凹底
价升量缩,-5.92,0,13.5,56.77,8.85,0.13,凹底
价升量缩,3.71,1,98.6,0.27,18.18,-2.67,过峰
价升量缩,-1.1,0,117.4,-3.1,20.93,-5.94,过峰
倍量柱,-4.94,0,137.0,-7.19,26.62,-12.71,过峰
价升量缩,0.43,1,56.2,17.09,21.94,8.42,中位
缩量回踩,3.29,1,52.9,18.6,20.93,1.29,中位
价升量缩,-0.35,0,62.7,14.18,23.88,-2.49,中位
缩量回踩,1.66,1,60.1,15.33,23.12,3.52,中位
价升量缩,3.85,1,64.1,13.61,24.26,1.98,中位
缩量回踩,9.76,1,58.8,15.91,22.73,1.52,中位
价升量缩,4.09,1,64.7,13.33,24.44,-0.74,中位
价升量缩,17.24,1,67.3,12.22,25.18,-0.49,高位
价升量缩,6.64,1,86.9,4.56,30.3,-7.29,过峰
倍量柱,6.34,1,116.3,-5.17,36.78,-8.68,过峰
高量柱,6.34,1,116.3,-5.17,36.78,-8.68,过峰
将军柱,6.34,1,116.3,-5.17,36.78,-8.68,过峰
高量柱,-3.85,0,114.6,-5.1,40.0,-13.33,过峰
价升量缩,7.09,1,76.2,11.13,35.71,3.36,高位
价升量缩,-10.49,0,90.7,4.11,40.12,-0.2,过峰
价升量缩,-10.42,0,92.5,3.3,40.58,-0.97,过峰
缩量回踩,-7.06,0,87.2,5.77,39.17,2.58,过峰
缩量回踩,-0.69,0,80.5,9.02,37.3,4.71,高位
缩量回踩,2.49,1,73.9,12.47,35.31,3.17,高位
价升量缩,-0.11,0,87.6,5.56,39.29,-6.75,过峰
缩量回踩,4.2,1,81.9,8.35,37.68,2.04,高位
价升量缩,2.7,1,85.8,6.4,38.8,-2.0,过峰
缩量回踩,3.29,1,86.3,6.19,38.92,2.0,过峰
价升量缩,3.23,1,89.4,4.72,39.76,0.59,过峰
价升量缩,-10.28,0,91.2,4.02,41.49,2.49,过峰
缩量回踩,-16.92,0,86.6,6.25,40.23,2.34,过峰
价升量缩,1.58,1,43.7,32.68,25.37,0.0,中位
价升量缩,6.26,1,48.3,29.22,27.32,-0.24,中位
价升量缩,-1.55,0,57.6,22.8,30.93,-5.19,中位
价升量缩,-1.76,0,61.3,20.35,32.3,-7.08,中位
缩量回踩,-2.01,0,56.7,23.36,30.61,2.04,中位
价升量缩,0.03,1,56.7,23.36,30.61,1.59,中位
价升量缩,-2.91,0,57.6,22.8,30.93,-0.9,中位
价升量缩,-4.24,0,58.8,21.97,31.39,-1.57,中位
价升量缩,-1.78,0,58.0,22.52,31.08,-0.9,中位
价升量缩,2.07,1,55.2,23.36,28.8,-0.68,中位
高量柱,-1.32,0,60.4,20.09,30.68,-3.31,中位
价升量缩,-8.12,0,60.4,19.3,29.39,-0.66,中位
倍量柱,-6.64,0,52.6,20.62,22.84,-0.89,中位
高量柱,-6.64,0,52.6,20.62,22.84,-0.89,中位
价升量缩,3.89,1,36.3,29.22,16.63,0.24,中位
价升量缩,13.25,1,38.3,28.0,17.41,-0.71,中位
价升量缩,10.17,1,38.9,27.7,17.61,-0.94,中位
高量柱,9.08,1,47.2,23.08,20.59,-3.17,中位
倍量柱,-1.72,0,69.9,11.93,27.78,-11.93,高位
高量柱,-1.72,0,69.9,11.93,27.78,-11.93,高位
将军柱,-1.72,0,69.9,11.93,27.78,-11.93,高位
倍量过左峰,-1.72,0,69.9,11.93,27.78,-11.93,高位
缩量回踩,19.11,1,61.7,15.74,25.32,1.49,中位
价升量缩,-7.12,0,110.9,-3.72,37.88,-15.58,过峰
价升量缩,-16.37,0,126.6,-9.16,43.57,-23.31,过峰
价升量缩,3.29,1,52.0,30.53,33.02,0.0,中位
倍量柱,-2.91,0,60.7,23.69,36.53,-5.24,中位
高量柱,-2.91,0,60.7,23.69,36.53,-5.24,中位
将军柱,-2.91,0,60.7,23.69,36.53,-5.24,中位
价升量缩,-3.38,0,65.5,20.21,38.31,0.18,高位
缩量回踩,-1.82,0,60.4,23.91,36.41,1.09,中位
价升量缩,-4.7,0,61.6,23.02,36.87,0.36,中位
倍量柱,-4.5,0,71.5,16.13,40.41,-4.41,高位
高量柱,-4.5,0,71.5,16.13,40.41,-4.41,高位
价升量缩,-0.92,0,65.5,20.21,38.31,-0.53,高位
倍量柱,-8.27,0,74.8,14.0,41.5,-5.67,高位
高量柱,-8.27,0,74.8,14.0,41.5,-5.67,高位
将军柱,-8.27,0,74.8,14.0,41.5,-5.67,高位
价升量缩,-7.42,0,70.3,16.92,40.0,1.37,高位
倍量柱,3.71,1,46.6,26.43,23.11,-1.48,中位
高量柱,3.71,1,46.6,26.43,23.11,-1.48,中位
将军柱,3.71,1,46.6,26.43,23.11,-1.48,中位
倍量柱,-3.17,0,60.8,17.73,27.54,-8.26,中位
高量柱,-3.17,0,60.8,17.73,27.54,-8.26,中位
将军柱,-3.17,0,60.8,17.73,27.54,-8.26,中位
价升量缩,-5.07,0,60.1,18.13,27.29,-0.69,中位
价升量缩,-2.86,0,50.9,20.21,20.91,1.76,中位
缩量回踩,-0.57,0,49.1,21.06,20.35,0.35,中位
价升量缩,3.73,1,43.4,22.36,17.17,0.89,中位
价升量缩,3.93,1,50.9,18.54,19.24,1.21,中位
价升量缩,-0.25,0,53.6,16.52,19.08,-0.51,中位
缩量回踩,-0.75,0,49.8,18.13,17.96,1.04,中位
价升量缩,-2.98,0,52.6,16.92,18.8,0.0,中位
价升量缩,-12.56,0,65.1,11.95,22.26,-4.26,高位
高量柱,0.25,1,21.5,21.77,5.97,-3.66,低位
价升量缩,-0.91,0,22.2,21.54,6.15,-0.19,低位
价升量缩,0.81,1,25.0,20.61,6.87,-0.95,低位
价升量缩,3.11,1,23.6,21.07,6.51,0.19,低位
价升量缩,-1.47,0,34.7,17.47,9.29,-2.79,低位
价升量缩,-2.75,0,41.0,15.54,10.79,0.73,中位
高量柱,11.17,1,34.7,17.47,9.29,-0.37,低位
倍量柱,4.11,1,74.3,6.22,17.98,-9.92,高位
高量柱,4.11,1,74.3,6.22,17.98,-9.92,高位
价升量缩,0.07,1,72.0,7.05,18.12,-10.07,高位
价升量缩,1.55,1,77.3,5.63,19.21,-11.26,高位
价升量缩,-3.18,0,92.0,1.92,22.04,999.0,过峰
倍量柱,5.37,1,93.6,1.58,23.03,-2.84,过峰
将军柱,5.37,1,93.6,1.58,23.03,-2.84,过峰
价升量缩,-6.55,0,116.8,-4.3,29.99,-11.62,过峰
价升量缩,-13.16,0,80.9,7.43,31.56,-3.09,高位
价升量缩,-2.89,0,65.8,14.16,27.27,-9.39,高位
价升量缩,-10.3,0,66.9,13.65,27.6,-9.79,高位
倍量柱,-11.74,0,61.2,16.41,25.84,-2.58,中位
高量柱,-15.19,0,66.9,13.65,27.6,-3.56,高位
价升量缩,-7.78,0,9.6,65.09,6.9,0.0,凹底
价升量缩,-4.73,0,10.8,63.68,7.69,-0.85,凹底
价升量缩,1.93,1,13.6,65.8,10.39,-1.08,凹底
缩量回踩,1.0,1,17.6,60.92,13.03,1.47,凹底
百日低量,1.0,1,17.6,60.92,13.03,1.47,凹底
缩量回踩,-0.49,0,21.6,56.33,15.51,0.41,低位
百日低量,-0.49,0,21.6,56.33,15.51,0.41,低位
价升量缩,-3.13,0,22.4,55.38,16.02,-0.2,低位
百日低量,-3.13,0,22.4,55.38,16.02,-0.2,低位
缩量回踩,2.81,1,20.5,57.61,14.81,1.23,低位
百日低量,2.81,1,20.5,57.61,14.81,1.23,低位
百日低量,0.75,1,20.5,57.61,14.81,1.23,低位
缩量回踩,0.32,1,22.4,55.38,16.02,-0.2,低位
百日低量,0.32,1,22.4,55.38,16.02,-0.2,低位
倍量柱,-2.29,0,25.9,51.68,18.02,-2.38,低位
高量柱,-2.29,0,25.9,51.68,18.02,-2.38,低位
将军柱,-2.29,0,25.9,51.68,18.02,-2.38,低位
价升量缩,2.7,1,24.4,53.2,17.2,-0.2,低位
价升量缩,1.28,1,25.9,51.68,18.02,-1.19,低位
价升量缩,1.28,1,27.7,47.13,18.02,-0.99,低位
价升量缩,-1.1,0,31.9,43.16,20.23,-3.66,低位
价升量缩,35.86,1,74.8,4.48,13.28,-2.98,高位
价升量缩,18.28,1,113.2,-2.2,18.82,-9.18,过峰
倍量柱,-3.28,0,197.0,-15.75,31.99,-23.91,过峰
高量柱,-3.28,0,197.0,-15.75,31.99,-23.91,过峰
将军柱,-3.28,0,197.0,-15.75,31.99,-23.91,过峰
缩量回踩,11.44,1,42.9,34.27,25.8,1.03,中位
缩量回踩,11.42,1,40.3,36.43,24.61,1.91,中位
缩量回踩,-4.94,0,60.8,21.25,33.0,2.2,中位
价升量缩,0.84,1,55.0,25.24,30.79,-0.24,中位
倍量柱,-4.48,0,57.8,23.3,31.87,-1.79,中位
高量柱,-14.54,0,72.9,13.82,37.11,-9.34,高位
价升量缩,-0.36,0,68.1,16.65,35.54,1.08,高位
缩量回踩,-10.6,0,60.6,21.39,32.92,0.02,中位
倍量柱,38.57,1,39.2,37.33,24.11,-11.86,中位
高量柱,38.57,1,39.2,37.33,24.11,-11.86,中位
将军柱,38.57,1,39.2,37.33,24.11,-11.86,中位
价升量缩,38.84,1,46.2,31.71,27.22,-15.47,中位
高量柱,26.23,1,72.4,14.11,36.95,-26.76,高位
价升量缩,6.75,1,111.5,-4.91,47.45,-38.97,过峰
高量柱,8.49,1,90.2,4.95,45.67,3.4,过峰
价升量缩,3.44,1,91.1,4.68,47.99,-1.02,过峰
高量柱,1.3,1,90.5,5.37,51.28,-7.28,过峰
价升量缩,24.44,1,99.3,0.37,55.24,-3.85,过峰
价升量缩,-9.48,0,95.3,3.2,64.56,-0.6,过峰
价升量缩,-3.08,0,81.0,14.69,62.71,3.33,高位
缩量回踩,2.28,1,77.3,18.08,61.61,3.0,高位
缩量回踩,-7.68,0,76.4,18.96,61.32,0.03,高位
缩量回踩,-9.83,0,76.3,19.03,61.3,0.23,高位
缩量回踩,-13.14,0,78.5,17.0,61.96,1.12,高位
价升量缩,-9.14,0,64.5,29.49,53.62,-3.12,中位
缩量回踩,0.05,1,59.4,35.29,51.55,0.91,中位
价升量缩,-0.24,0,62.5,31.65,52.85,-9.23,中位
缩量回踩,3.03,1,59.6,35.0,51.65,3.09,中位
缩量回踩,-7.24,0,58.7,36.05,51.28,0.77,中位
倍量柱,0.85,1,37.9,66.34,40.42,-0.58,中位
将军柱,0.85,1,37.9,66.34,40.42,-0.58,中位
价升量缩,-0.67,0,39.1,64.14,41.21,-1.89,中位
高量柱,-0.75,0,41.4,60.37,42.57,-4.15,中位
高量柱,-1.1,0,44.2,54.58,43.3,-5.23,中位
缩量回踩,3.5,1,15.1,57.41,10.24,1.11,凹底
倍量柱,-5.51,0,22.1,50.35,14.27,-3.43,低位
高量柱,-5.51,0,22.1,50.35,14.27,-3.43,低位
将军柱,-5.51,0,22.1,50.35,14.27,-3.43,低位
价升量缩,3.36,1,22.5,49.95,14.49,-0.63,低位
价升量缩,1.46,1,20.0,52.37,13.11,1.61,低位
倍量柱,-5.13,0,30.1,42.92,18.5,-4.69,低位
高量柱,-5.13,0,30.1,42.92,18.5,-4.69,低位
将军柱,-5.13,0,30.1,42.92,18.5,-4.69,低位
倍量过左峰,-5.13,0,30.1,42.92,18.5,-4.69,低位
高量柱,-6.21,0,29.4,43.55,18.14,-4.27,低位
倍量柱,-3.19,0,29.6,36.03,15.19,-5.84,低位
高量柱,-3.19,0,29.6,36.03,15.19,-5.84,低位
将军柱,-3.19,0,29.6,36.03,15.19,-5.84,低位
价升量缩,-6.3,0,40.8,21.3,14.71,-5.95,中位
倍量柱,-9.23,0,44.9,19.56,15.94,-1.78,中位
缩量回踩,-6.44,0,31.0,25.75,11.59,0.6,低位
倍量柱,-8.5,0,31.0,25.76,11.57,-5.5,低位
倍量柱,0.08,1,31.0,19.74,8.87,-5.8,低位
高量柱,0.08,1,31.0,19.74,8.87,-5.8,低位
将军柱,0.08,1,31.0,19.74,8.87,-5.8,低位
缩量回踩,-4.64,0,22.6,22.68,6.62,1.33,低位
缩量回踩,-4.13,0,21.0,23.25,6.19,0.32,低位
缩量回踩,0.88,1,20.8,23.35,6.12,0.4,低位
价升量缩,4.72,1,50.2,13.49,13.62,0.57,中位
倍量柱,-11.43,0,87.9,2.97,21.63,-8.75,过峰
高量柱,-11.43,0,87.9,2.97,21.63,-8.75,过峰
将军柱,-11.43,0,87.9,2.97,21.63,-8.75,过峰
倍量过左峰,-11.43,0,87.9,2.97,21.63,-8.75,过峰
价升量缩,-17.35,0,108.4,-1.97,25.39,-13.13,过峰
价升量缩,-5.89,0,41.2,20.62,14.45,-2.93,中位
缩量回踩,-4.29,0,36.8,22.51,13.11,1.52,中位
倍量柱,-2.36,0,12.0,60.22,8.24,-6.75,凹底
高量柱,-2.36,0,12.0,60.22,8.24,-6.75,凹底
将军柱,-2.36,0,12.0,60.22,8.24,-6.75,凹底
价升量缩,-6.36,0,10.8,61.56,7.47,0.78,凹底
倍量柱,-2.84,0,18.4,54.66,12.3,-9.31,凹底
高量柱,-2.84,0,18.4,54.66,12.3,-9.31,凹底
将军柱,-2.84,0,18.4,54.66,12.3,-9.31,凹底
价升量缩,-5.05,0,15.8,57.39,10.75,-2.77,凹底
价升量缩,2.81,1,15.3,57.9,10.46,-1.52,凹底
价升量缩,-11.57,0,21.0,51.96,13.82,0.24,低位
倍量柱,-3.43,0,18.5,59.69,13.53,-8.69,凹底
高量柱,-3.43,0,18.5,59.69,13.53,-8.69,凹底
将军柱,-3.43,0,18.5,59.69,13.53,-8.69,凹底
价升量缩,4.79,1,16.3,62.26,12.14,-1.14,凹底
倍量柱,-5.32,0,37.1,40.5,23.92,-9.92,中位
高量柱,-5.32,0,37.1,40.5,23.92,-9.92,中位
将军柱,-5.32,0,37.1,40.5,23.92,-9.92,中位
倍量过左峰,-5.32,0,37.1,40.5,23.92,-9.92,中位
价升量缩,-3.64,0,25.0,52.41,17.47,2.98,低位
倍量柱,3.69,1,69.0,12.2,27.19,-16.71,高位
高量柱,3.69,1,69.0,12.2,27.19,-16.71,高位
将军柱,3.69,1,69.0,12.2,27.19,-16.71,高位
倍量过左峰,3.69,1,69.0,12.2,27.19,-16.71,高位
高量柱,-4.64,0,84.5,5.66,30.95,-21.02,高位
高量柱,-2.78,0,109.9,-3.26,36.15,-26.96,过峰
价升量缩,-0.54,0,85.3,6.06,35.06,-9.65,过峰
倍量柱,-15.41,0,105.2,-1.99,39.99,-16.51,过峰
高量柱,-15.41,0,105.2,-1.99,39.99,-16.51,过峰
倍量过左峰,-15.41,0,105.2,-1.99,39.99,-16.51,过峰
倍量柱,9.83,1,147.1,-6.04,18.87,-7.28,过峰
高量柱,9.83,1,147.1,-6.04,18.87,-7.28,过峰
将军柱,9.83,1,147.1,-6.04,18.87,-7.28,过峰
高量柱,-2.83,0,153.1,-9.1,26.26,-15.73,过峰
高量柱,-11.09,0,138.1,-9.1,32.97,-23.39,过峰
缩量回踩,7.75,1,45.5,27.01,22.59,2.92,中位
缩量回踩,5.45,1,40.8,30.1,20.71,2.59,中位
价升量缩,5.2,1,48.6,25.14,23.74,-1.32,中位
价升量缩,-3.9,0,54.6,21.54,25.93,2.42,中位
倍量柱,4.41,1,69.3,13.64,30.74,-9.75,高位
将军柱,4.41,1,69.3,13.64,30.74,-9.75,高位
价升量缩,0.82,1,75.6,10.52,32.65,-12.23,高位
高量柱,-12.02,0,97.8,0.88,38.52,-19.89,过峰
价升量缩,-5.01,0,80.1,8.43,33.92,0.67,高位
缩量回踩,-1.66,0,70.1,13.24,30.99,3.8,高位
缩量回踩,-0.89,0,68.8,13.88,30.59,-0.92,高位
价升量缩,6.38,1,73.7,11.43,32.09,2.49,高位
倍量柱,-7.72,0,84.4,6.49,35.1,-1.92,高位
高量柱,-7.72,0,84.4,6.49,35.1,-1.92,高位
将军柱,-7.72,0,84.4,6.49,35.1,-1.92,高位
高量柱,-10.9,0,90.9,3.68,36.81,-4.51,过峰
倍量柱,-6.97,0,39.2,31.16,20.07,-3.26,中位
高量柱,-6.97,0,39.2,31.16,20.07,-3.26,中位
将军柱,-6.97,0,39.2,31.16,20.07,-3.26,中位
价升量缩,-0.51,0,34.2,34.56,17.99,0.5,低位
倍量柱,-1.6,0,34.1,34.67,17.92,-2.43,低位
将军柱,-1.6,0,34.1,34.67,17.92,-2.43,低位
价升量缩,-3.68,0,35.4,33.78,18.47,-3.08,中位
倍量柱,-4.62,0,33.9,34.79,17.85,-2.85,低位
高量柱,-4.62,0,33.9,34.79,17.85,-2.85,低位
将军柱,-4.62,0,33.9,34.79,17.85,-2.85,低位
缩量回踩,0.48,1,10.4,54.48,6.31,0.3,凹底
倍量柱,-1.49,0,13.5,51.64,8.03,-1.55,凹底
高量柱,-1.49,0,13.5,51.64,8.03,-1.55,凹底
高量柱,-4.36,0,14.9,50.34,8.82,-1.34,凹底
高量柱,-4.98,0,17.0,48.48,9.94,-2.56,凹底
倍量柱,0.42,1,19.1,41.03,9.69,-4.94,凹底
高量柱,0.42,1,19.1,41.03,9.69,-4.94,凹底
将军柱,0.42,1,19.1,41.03,9.69,-4.94,凹底
倍量柱,-5.28,0,32.1,28.64,13.55,-9.0,低位
高量柱,-5.28,0,32.1,28.64,13.55,-9.0,低位
将军柱,-5.28,0,32.1,28.64,13.55,-9.0,低位
价升量缩,-1.01,0,28.9,27.8,11.29,1.21,低位
缩量回踩,3.64,1,29.9,22.87,9.77,1.04,低位
缩量回踩,2.33,1,33.0,19.31,9.51,0.19,低位
价升量缩,-2.68,0,40.6,16.76,11.45,-1.96,中位
价升量缩,-5.85,0,47.2,14.63,13.07,-0.64,中位
价升量缩,-4.25,0,42.2,16.22,11.86,1.3,中位
倍量柱,4.05,1,47.9,13.62,12.51,-3.4,中位
高量柱,4.05,1,47.9,13.62,12.51,-3.4,中位
将军柱,4.05,1,47.9,13.62,12.51,-3.4,中位
高量柱,-4.16,0,68.0,7.95,16.87,-8.22,高位
价升量缩,-1.37,0,63.6,8.43,14.71,2.69,中位
倍量柱,-3.35,0,80.2,4.4,17.88,-1.12,高位
价升量缩,-1.28,0,62.4,8.72,14.48,-0.54,中位
价升量缩,-0.01,0,58.9,9.61,13.78,1.72,中位
价升量缩,-1.46,0,62.8,8.47,14.32,1.08,中位
缩量回踩,-2.0,0,67.1,6.87,14.01,0.81,高位
价升量缩,-4.96,0,73.2,5.38,14.71,-0.27,高位
价升量缩,-2.35,0,31.3,13.09,5.97,-0.77,低位
价升量缩,0.52,1,36.4,12.01,6.86,-1.72,中位
倍量柱,-1.76,0,44.9,10.23,8.35,-3.38,中位
高量柱,-1.76,0,44.9,10.23,8.35,-3.38,中位
将军柱,-1.76,0,44.9,10.23,8.35,-3.38,中位
价升量缩,-3.25,0,47.5,9.71,8.78,-3.83,中位
价升量缩,-4.01,0,43.9,10.43,8.18,0.47,中位
倍量柱,-3.27,0,23.6,15.99,4.94,-3.16,低位
高量柱,-3.27,0,23.6,15.99,4.94,-3.16,低位
将军柱,-3.27,0,23.6,15.99,4.94,-3.16,低位
倍量柱,-2.27,0,43.6,14.08,10.87,-8.93,中位
高量柱,-2.27,0,43.6,14.08,10.87,-8.93,中位
将军柱,-2.27,0,43.6,14.08,10.87,-8.93,中位
价升量缩,-8.93,0,70.0,7.01,16.39,-3.64,高位
价升量缩,-6.63,0,36.6,16.11,9.29,-0.1,中位
缩量回踩,-4.03,0,28.0,18.69,7.27,1.31,低位
价升量缩,-3.57,0,7.3,39.33,3.08,0.0,凹底
倍量柱,-4.62,0,10.8,37.3,4.5,-2.55,凹底
高量柱,-4.62,0,10.8,37.3,4.5,-2.55,凹底
倍量柱,1.94,1,11.8,37.3,4.98,-4.01,凹底
高量柱,1.94,1,11.8,37.3,4.98,-4.01,凹底
将军柱,1.94,1,11.8,37.3,4.98,-4.01,凹底
倍量柱,-2.84,0,23.0,31.09,9.28,-3.25,低位
高量柱,-2.84,0,23.0,31.09,9.28,-3.25,低位
将军柱,-2.84,0,23.0,31.09,9.28,-3.25,低位
高量柱,-7.61,0,26.7,29.14,10.63,-4.69,低位
高量柱,-13.71,0,37.4,23.9,14.25,-8.55,中位
