signal,ret,win,pos_pct,dist_to_high,dist_to_low,dist_to_yin_top,pos_zone
缩量回踩,22.51,1,66.3,13.98,27.53,1.21,高位
缩量回踩,7.48,1,65.6,14.31,27.32,0.5,高位
倍量柱,-9.84,0,114.4,-4.99,39.6,-16.47,过峰
高量柱,-9.84,0,114.4,-4.99,39.6,-16.47,过峰
将军柱,-9.84,0,114.4,-4.99,39.6,-16.47,过峰
倍量过左峰,-9.84,0,114.4,-4.99,39.6,-16.47,过峰
价升量缩,5.41,1,64.4,18.7,33.81,3.52,中位
价升量缩,-10.38,0,97.1,1.28,43.52,-5.73,过峰
缩量回踩,-6.37,0,81.0,9.17,39.13,1.26,高位
缩量回踩,-5.75,0,76.8,11.44,37.86,2.14,高位
价升量缩,-5.48,0,116.7,-3.12,21.87,-9.79,过峰
高量柱,-9.27,0,120.9,-4.67,27.04,-15.76,过峰
价升量缩,3.77,1,51.1,19.7,20.55,-1.91,中位
缩量回踩,5.31,1,48.9,20.73,19.87,0.85,中位
缩量回踩,5.74,1,48.9,20.73,19.87,3.42,中位
价升量缩,9.94,1,64.7,13.45,24.7,-2.81,中位
缩量回踩,12.3,1,65.8,13.0,25.0,0.4,高位
倍量柱,-3.3,0,89.5,3.67,31.19,-7.89,过峰
将军柱,-3.3,0,89.5,3.67,31.19,-7.89,过峰
缩量回踩,1.16,1,73.0,10.9,29.51,5.45,高位
缩量回踩,0.04,1,71.2,11.74,28.98,1.14,高位
价升量缩,2.02,1,78.6,8.46,31.07,-3.31,高位
倍量柱,19.72,1,87.0,4.98,33.27,-3.38,过峰
将军柱,19.72,1,87.0,4.98,33.27,-3.38,过峰
倍量柱,5.55,1,112.6,-4.38,39.22,-10.7,过峰
高量柱,5.55,1,112.6,-4.38,39.22,-10.7,过峰
将军柱,5.55,1,112.6,-4.38,39.22,-10.7,过峰
倍量过左峰,5.55,1,112.6,-4.38,39.22,-10.7,过峰
倍量柱,5.53,1,125.6,-9.13,44.77,-18.85,过峰
高量柱,5.53,1,125.6,-9.13,44.77,-18.85,过峰
倍量过左峰,5.53,1,125.6,-9.13,44.77,-18.85,过峰
价升量缩,5.46,1,122.4,-9.1,49.8,-26.24,过峰
价升量缩,26.41,1,76.1,13.53,43.01,-3.04,高位
价升量缩,9.26,1,93.8,3.18,48.2,-11.88,过峰
高量柱,-8.23,0,110.9,-5.46,55.46,-24.23,过峰
价升量缩,-19.34,0,92.6,4.41,55.3,-5.84,过峰
价升量缩,-22.94,0,84.0,10.17,53.47,3.85,高位
价升量缩,-4.44,0,49.3,41.4,40.29,0.8,中位
价升量缩,-3.08,0,55.2,34.95,43.01,-3.19,中位
价升量缩,-5.84,0,54.1,35.78,42.2,0.31,中位
缩量回踩,-7.98,0,54.1,35.78,42.2,1.07,中位
缩量回踩,-4.4,0,50.6,39.62,40.57,2.2,中位
价升量缩,-6.58,0,51.2,38.97,40.85,1.72,中位
价升量缩,1.5,1,26.3,53.9,19.24,-2.77,低位
价升量缩,0.26,1,29.1,50.76,20.88,-4.75,低位
缩量回踩,0.78,1,28.4,51.54,20.48,0.68,低位
价升量缩,1.08,1,30.6,49.24,21.68,-0.84,低位
百日低量,-0.76,0,31.0,48.74,21.94,-1.17,低位
价升量缩,-0.44,0,33.6,46.05,23.36,0.16,低位
价升量缩,0.37,1,34.6,45.1,23.86,-1.14,低位
价升量缩,1.01,1,35.8,43.92,24.47,0.0,中位
价升量缩,-1.1,0,37.4,42.31,25.32,-1.12,中位
高量柱,-5.38,0,39.1,40.73,26.15,-2.22,中位
价升量缩,0.53,1,55.4,19.51,24.23,0.16,中位
价升量缩,-2.23,0,61.8,15.32,24.84,-0.65,中位
价升量缩,0.98,1,75.4,8.32,25.44,-0.48,高位
缩量回踩,3.3,1,69.7,10.44,23.98,1.63,高位
价升量缩,1.16,1,73.0,9.19,24.84,0.48,高位
倍量柱,-0.63,0,81.5,6.11,26.96,-2.19,高位
高量柱,-0.63,0,81.5,6.11,26.96,-2.19,高位
将军柱,-0.63,0,81.5,6.11,26.96,-2.19,高位
价升量缩,-1.57,0,82.5,5.78,27.19,-2.5,高位
价升量缩,-3.13,0,82.9,5.62,27.3,0.16,高位
价升量缩,0.94,1,81.0,6.28,26.84,-0.94,高位
缩量回踩,-2.48,0,87.2,4.15,28.31,0.46,过峰
高量柱,5.61,1,82.9,5.62,27.3,-1.72,高位
价升量缩,2.32,1,84.4,5.12,27.64,-2.17,高位
倍量柱,-11.63,0,103.3,-1.02,31.87,-4.97,过峰
高量柱,-11.63,0,103.3,-1.02,31.87,-4.97,过峰
倍量过左峰,-11.63,0,103.3,-1.02,31.87,-4.97,过峰
倍量柱,-5.31,0,63.6,14.08,24.6,-4.53,中位
高量柱,-5.31,0,63.6,14.08,24.6,-4.53,中位
价升量缩,2.91,1,35.8,17.7,9.85,-0.67,中位
价升量缩,3.61,1,31.7,18.49,8.57,-0.5,低位
价升量缩,-1.42,0,49.1,13.16,12.68,-4.98,中位
价升量缩,1.29,1,48.0,12.26,11.31,0.48,中位
价升量缩,3.09,1,42.2,13.71,10.0,0.16,中位
价升量缩,19.05,1,66.0,7.63,14.81,-5.19,高位
倍量柱,-7.95,0,106.8,-1.4,21.96,-8.67,过峰
高量柱,-7.95,0,106.8,-1.4,21.96,-8.67,过峰
将军柱,-7.95,0,106.8,-1.4,21.96,-8.67,过峰
倍量过左峰,-7.95,0,106.8,-1.4,21.96,-8.67,过峰
倍量柱,-18.13,0,145.9,-9.15,29.1,-17.03,过峰
高量柱,-18.13,0,145.9,-9.15,29.1,-17.03,过峰
倍量过左峰,-18.13,0,145.9,-9.15,29.1,-17.03,过峰
倍量柱,-16.26,0,93.4,1.94,27.72,-15.41,过峰
高量柱,-16.26,0,93.4,1.94,27.72,-15.41,过峰
价升量缩,2.35,1,26.7,34.48,12.54,-3.61,低位
价升量缩,-0.64,0,29.3,32.82,13.62,-4.8,低位
价升量缩,-2.17,0,32.3,30.99,14.81,-6.11,低位
高量柱,-2.62,0,34.0,30.0,15.45,-6.82,低位
价升量缩,0.44,1,30.7,32.0,14.15,0.77,低位
价升量缩,-2.31,0,35.0,29.41,15.84,0.6,中位
价升量缩,-8.05,0,34.7,29.61,15.71,-1.81,低位
高量柱,-2.8,0,30.0,32.41,13.89,-3.4,低位
价升量缩,-5.38,0,32.0,31.19,14.68,-0.92,低位
价升量缩,1.63,1,14.5,46.42,7.85,-0.17,凹底
价升量缩,-1.91,0,24.5,38.83,12.62,-2.59,低位
价升量缩,2.47,1,15.5,50.0,9.15,-4.46,凹底
价升量缩,2.77,1,21.9,44.52,12.47,-7.96,低位
价升量缩,-0.89,0,28.7,39.13,15.73,-3.11,低位
价升量缩,-2.95,0,29.8,38.27,16.26,-3.7,低位
百日低量,-2.95,0,29.8,38.27,16.26,-3.7,低位
缩量回踩,1.22,1,25.3,41.77,14.14,2.74,低位
百日低量,1.22,1,25.3,41.77,14.14,0.84,低位
价升量缩,0.76,1,31.2,35.46,16.08,-1.03,低位
价升量缩,1.11,1,36.4,31.93,18.27,-2.61,中位
百日低量,0.11,1,34.8,33.0,17.61,0.61,低位
价升量缩,-0.71,0,42.8,27.82,20.82,-3.31,中位
价升量缩,-3.06,0,43.2,26.33,20.04,0.2,中位
价升量缩,-7.3,0,48.2,22.67,21.12,-1.16,中位
百日低量,-7.3,0,48.2,22.67,21.12,-1.16,中位
价升量缩,15.91,1,103.2,-0.59,19.06,-6.74,过峰
倍量柱,3.61,1,141.3,-8.12,27.75,-16.75,过峰
高量柱,3.61,1,141.3,-8.12,27.75,-16.75,过峰
将军柱,3.61,1,141.3,-8.12,27.75,-16.75,过峰
价升量缩,13.33,1,89.3,3.91,32.52,-2.69,过峰
价升量缩,3.83,1,101.2,-0.45,38.12,-10.76,过峰
价升量缩,-3.66,0,102.1,-0.85,41.03,-14.96,过峰
倍量柱,12.15,1,94.6,2.35,41.03,-3.21,过峰
将军柱,12.15,1,94.6,2.35,41.03,-3.21,过峰
价升量缩,19.03,1,93.3,2.97,41.53,-4.03,过峰
高量柱,10.03,1,113.4,-5.66,47.92,-10.75,过峰
高量柱,-0.39,0,112.4,-5.64,51.32,-16.58,过峰
价升量缩,-9.37,0,95.1,2.64,51.41,-16.73,过峰
价升量缩,-7.55,0,101.5,-0.81,55.48,-23.71,过峰
价升量缩,-5.76,0,84.7,9.48,52.41,-0.86,高位
缩量回踩,-3.46,0,76.3,15.45,49.82,3.64,高位
价升量缩,-8.76,0,79.4,13.19,50.8,1.6,高位
缩量回踩,-12.49,0,77.2,14.83,50.09,0.54,高位
价升量缩,-3.78,0,37.6,54.5,32.85,-6.81,中位
缩量回踩,3.47,1,32.9,61.17,29.95,0.76,低位
价升量缩,-1.59,0,36.8,55.64,32.35,-2.7,中位
价升量缩,-6.68,0,37.9,54.13,33.01,-0.24,中位
高量柱,-5.71,0,37.9,54.13,33.01,-0.24,中位
价升量缩,-7.26,0,36.2,56.4,32.02,1.48,中位
倍量柱,-5.3,0,42.6,48.02,35.66,-8.39,中位
高量柱,-5.3,0,42.6,48.02,35.66,-8.39,中位
将军柱,-5.3,0,42.6,48.02,35.66,-8.39,中位
高量柱,-6.1,0,45.7,44.32,37.27,-10.68,中位
价升量缩,-3.46,0,40.1,49.76,33.25,-1.18,中位
价升量缩,-2.3,0,37.8,52.64,31.97,1.92,中位
缩量回踩,-8.07,0,37.8,52.64,31.97,0.96,中位
缩量回踩,-6.66,0,37.0,53.38,31.4,0.48,中位
缩量回踩,-5.97,0,35.8,54.5,30.41,1.7,中位
价升量缩,-2.73,0,19.6,72.55,17.66,-0.82,凹底
缩量回踩,-5.96,0,20.2,71.62,18.11,1.35,低位
倍量柱,-7.0,0,32.1,39.68,18.77,-5.09,低位
高量柱,-7.0,0,32.1,39.68,18.77,-5.09,低位
将军柱,-7.0,0,32.1,39.68,18.77,-5.09,低位
价升量缩,-4.4,0,28.0,43.13,16.76,0.82,低位
价升量缩,1.96,1,38.9,24.51,15.6,-2.51,中位
价升量缩,-1.1,0,45.4,20.98,17.44,0.54,中位
价升量缩,2.42,1,46.8,20.33,17.89,-0.27,中位
价升量缩,0.52,1,48.2,19.68,18.33,0.54,中位
缩量回踩,-5.07,0,53.2,17.46,19.84,0.79,中位
倍量柱,6.57,1,53.2,17.46,19.84,-3.97,中位
高量柱,6.57,1,53.2,17.46,19.84,-3.97,中位
将军柱,6.57,1,53.2,17.46,19.84,-3.97,中位
高量柱,4.23,1,64.5,12.69,23.1,-7.87,中位
高量柱,8.24,1,73.8,9.09,25.55,-2.7,高位
价升量缩,4.47,1,78.0,7.51,26.63,-4.12,高位
价升量缩,8.78,1,79.4,6.99,26.99,0.0,高位
价升量缩,-5.37,0,100.7,-0.22,31.91,-6.74,过峰
倍量柱,-4.35,0,107.5,-2.39,34.27,-3.25,过峰
倍量过左峰,-4.35,0,107.5,-2.39,34.27,-3.25,过峰
价升量缩,1.25,1,73.9,10.12,28.71,-0.47,高位
倍量柱,0.62,1,98.8,0.43,34.98,-9.01,过峰
高量柱,0.62,1,98.8,0.43,34.98,-9.01,过峰
将军柱,0.62,1,98.8,0.43,34.98,-9.01,过峰
价升量缩,6.64,1,94.2,2.15,34.84,0.65,过峰
倍量柱,-9.12,0,99.4,0.21,36.08,-6.54,过峰
高量柱,-9.12,0,99.4,0.21,36.08,-6.54,过峰
将军柱,-9.12,0,99.4,0.21,36.08,-6.54,过峰
价升量缩,-11.41,0,99.5,0.21,37.53,-8.66,过峰
价升量缩,-17.67,0,101.0,-0.4,39.52,-11.58,过峰
价升量缩,-1.34,0,43.6,23.49,18.16,-3.63,中位
价升量缩,3.77,1,42.4,24.09,17.76,0.97,中位
缩量回踩,11.86,1,41.3,24.69,17.36,0.73,中位
缩量回踩,16.55,1,40.7,25.0,17.16,0.25,中位
倍量柱,13.51,1,62.2,14.61,24.04,-8.09,中位
高量柱,13.51,1,62.2,14.61,24.04,-8.09,中位
将军柱,13.51,1,62.2,14.61,24.04,-8.09,中位
高量柱,-1.97,0,72.1,10.39,26.84,-3.03,高位
高量柱,-12.35,0,82.6,6.25,29.58,-6.67,高位
高量柱,-21.18,0,110.5,-3.41,35.98,-15.15,过峰
价升量缩,-1.1,0,59.9,18.59,27.78,2.99,中位
缩量回踩,1.28,1,57.6,19.87,27.0,1.08,中位
价升量缩,3.04,1,66.8,14.91,30.02,-3.11,高位
缩量回踩,5.52,1,59.9,18.59,27.78,2.56,中位
倍量柱,41.16,1,96.9,1.09,34.61,-7.1,过峰
将军柱,41.16,1,96.9,1.09,34.61,-7.1,过峰
倍量柱,-10.54,0,111.4,-5.07,49.44,-18.31,过峰
高量柱,-10.54,0,111.4,-5.07,49.44,-18.31,过峰
倍量过左峰,-10.54,0,111.4,-5.07,49.44,-18.31,过峰
价升量缩,4.38,1,66.4,22.22,43.82,0.78,高位
价升量缩,-1.1,0,74.4,16.05,46.66,-4.31,高位
价升量缩,-20.5,0,79.9,12.21,48.42,-7.47,高位
缩量回踩,-0.36,0,74.6,15.88,46.74,3.71,高位
缩量回踩,2.76,1,74.4,16.05,46.66,1.49,高位
价升量缩,-11.11,0,75.8,15.02,47.13,-8.54,高位
倍量柱,-11.66,0,34.2,49.9,25.91,-8.64,低位
高量柱,-11.66,0,34.2,49.9,25.91,-8.64,低位
价升量缩,-2.07,0,32.7,51.65,25.05,-6.6,低位
价升量缩,-0.7,0,29.6,55.27,23.26,2.39,低位
缩量回踩,2.04,1,31.4,53.14,24.31,1.37,低位
价升量缩,5.15,1,31.9,52.54,24.61,-0.2,低位
倍量柱,15.26,1,38.8,43.57,27.57,-4.41,中位
将军柱,15.26,1,38.8,43.57,27.57,-4.41,中位
高量柱,9.28,1,41.4,39.71,28.09,-6.98,中位
倍量柱,-7.03,0,53.6,28.67,33.11,-8.07,中位
高量柱,-7.03,0,53.6,28.67,33.11,-8.07,中位
将军柱,-7.03,0,53.6,28.67,33.11,-8.07,中位
高量柱,-12.32,0,60.5,23.38,35.86,-11.85,中位
价升量缩,-6.04,0,41.4,37.74,26.63,0.18,中位
高量柱,-15.35,0,20.6,60.69,15.77,-11.88,低位
价升量缩,-16.04,0,27.3,50.83,19.09,-15.35,低位
缩量回踩,-1.1,0,15.9,54.57,10.34,0.48,凹底
价升量缩,-6.01,0,20.4,50.23,12.85,-2.34,低位
百日低量,-6.01,0,20.4,50.23,12.85,-2.34,低位
缩量回踩,-5.37,0,18.1,52.37,11.61,0.95,凹底
百日低量,-5.37,0,18.1,52.37,11.61,0.95,凹底
高量柱,-7.9,0,78.3,10.0,36.0,-3.6,高位
缩量回踩,62.9,1,72.0,14.0,36.0,4.0,高位
缩量回踩,97.29,1,70.4,14.92,35.48,4.84,高位
价升量缩,50.89,1,121.9,-10.34,57.56,-11.67,过峰
价升量缩,2.76,1,113.7,-8.13,67.48,-11.38,过峰
价升量缩,-17.33,0,86.8,10.99,72.08,2.97,过峰
价升量缩,11.58,1,65.8,34.46,66.17,-1.69,高位
价升量缩,-2.56,0,67.2,32.5,66.67,-3.12,高位
价升量缩,-0.02,0,64.1,36.77,65.59,4.73,中位
缩量回踩,2.32,1,64.7,35.9,65.81,10.9,中位
价升量缩,8.17,1,75.2,22.78,69.11,-8.49,高位
价升量缩,-1.29,0,75.8,22.07,69.29,15.16,高位
价升量缩,-3.17,0,77.9,19.77,69.87,12.99,高位
价升量缩,-11.34,0,73.1,25.2,68.5,2.56,高位
价升量缩,-4.87,0,50.0,59.8,59.8,-10.55,中位
倍量柱,-1.1,0,38.7,69.15,43.62,-8.24,中位
高量柱,-1.1,0,38.7,69.15,43.62,-8.24,中位
将军柱,-1.1,0,38.7,69.15,43.62,-8.24,中位
高量柱,-2.91,0,41.0,64.77,45.08,-10.62,中位
价升量缩,-1.37,0,38.7,69.15,43.62,1.06,中位
价升量缩,4.67,1,39.9,66.93,44.36,-0.26,中位
价升量缩,25.32,1,37.5,71.43,42.86,2.96,中位
价升量缩,26.9,1,38.4,69.6,43.47,1.87,中位
倍量柱,-1.84,0,45.0,57.82,47.39,-5.21,中位
高量柱,-1.84,0,45.0,57.82,47.39,-5.21,中位
将军柱,-1.84,0,45.0,57.82,47.39,-5.21,中位
高量柱,-1.34,0,46.7,55.12,48.29,-6.83,中位
高量柱,-11.55,0,60.6,35.61,54.8,-18.55,中位
价升量缩,-10.27,0,63.2,32.5,55.83,-20.42,中位
价升量缩,13.57,1,46.5,55.5,48.17,5.87,中位
价升量缩,5.57,1,49.1,51.43,49.52,3.1,中位
价升量缩,-4.54,0,57.7,36.77,50.11,-5.59,中位
价升量缩,-3.9,0,56.1,37.07,47.41,-4.96,中位
价升量缩,-9.6,0,47.2,38.56,34.42,-1.96,中位
缩量回踩,-7.2,0,41.6,38.56,27.45,0.22,中位
倍量柱,-2.73,0,50.3,22.14,22.38,-6.53,中位
将军柱,-2.73,0,50.3,22.14,22.38,-6.53,中位
价升量缩,-4.06,0,55.5,19.36,24.15,-8.66,中位
缩量回踩,-1.57,0,56.1,16.94,21.65,1.18,中位
缩量回踩,-3.48,0,53.7,18.05,20.9,1.66,中位
百日低量,-2.27,0,56.7,16.67,21.83,0.47,中位
缩量回踩,-1.81,0,54.9,17.49,21.28,0.71,中位
百日低量,-1.81,0,54.9,17.49,21.28,0.71,中位
价升量缩,-5.22,0,48.8,20.34,19.37,0.24,中位
百日低量,-5.22,0,48.8,20.34,19.37,0.24,中位
缩量回踩,-4.91,0,53.0,18.33,20.71,-1.43,中位
倍量柱,-6.35,0,64.0,13.47,23.97,-11.42,中位
高量柱,-6.35,0,64.0,13.47,23.97,-11.42,中位
将军柱,-6.35,0,64.0,13.47,23.97,-11.42,中位
价升量缩,-4.17,0,54.9,17.49,21.28,0.71,中位
价升量缩,-7.78,0,61.6,14.52,23.27,-1.84,中位
价升量缩,-6.52,0,54.1,17.22,20.28,1.42,中位
价升量缩,0.35,1,44.7,20.05,16.18,0.97,中位
价升量缩,-4.18,0,49.0,17.77,17.06,-4.03,中位
缩量回踩,-3.26,0,45.6,19.18,16.07,1.2,中位
缩量回踩,-4.95,0,44.9,19.47,15.87,0.24,中位
倍量柱,-0.09,0,20.5,17.72,4.56,-2.03,低位
高量柱,-0.09,0,20.5,17.72,4.56,-2.03,低位
将军柱,-0.09,0,20.5,17.72,4.56,-2.03,低位
倍量柱,-2.56,0,39.8,12.86,8.5,-6.07,中位
高量柱,-2.56,0,39.8,12.86,8.5,-6.07,中位
将军柱,-2.56,0,39.8,12.86,8.5,-6.07,中位
价升量缩,6.8,1,31.8,14.81,6.91,1.98,低位
价升量缩,14.42,1,33.0,14.53,7.14,-1.23,低位
倍量柱,1.96,1,54.5,9.41,11.29,-4.24,中位
高量柱,1.96,1,54.5,9.41,11.29,-4.24,中位
将军柱,1.96,1,54.5,9.41,11.29,-4.24,中位
价升量缩,-5.45,0,68.2,6.41,13.73,-6.86,高位
倍量柱,-12.83,0,104.5,-0.85,19.62,-7.68,过峰
高量柱,-12.83,0,104.5,-0.85,19.62,-7.68,过峰
倍量过左峰,-12.83,0,104.5,-0.85,19.62,-7.68,过峰
价升量缩,-1.1,0,33.3,17.87,8.94,0.72,低位
倍量柱,12.71,1,18.2,34.81,7.73,-4.7,凹底
高量柱,12.71,1,18.2,34.81,7.73,-4.7,凹底
将军柱,12.71,1,18.2,34.81,7.73,-4.7,凹底
价升量缩,8.49,1,20.1,33.7,8.49,-5.48,低位
高量柱,-8.16,0,50.0,18.73,18.73,-16.06,中位
价升量缩,-7.41,0,50.6,18.45,18.93,-16.26,中位
价升量缩,1.52,1,31.2,27.75,12.57,2.09,低位
缩量回踩,-2.13,0,35.1,25.77,13.92,1.8,中位
缩量回踩,3.36,1,30.5,28.08,12.34,3.41,低位
价升量缩,0.15,1,42.9,22.0,16.5,-3.0,中位
缩量回踩,-1.1,0,41.6,22.61,16.08,1.01,中位
价升量缩,-3.09,0,44.2,21.39,16.92,0.0,中位
缩量回踩,-3.64,0,39.0,23.86,15.23,1.02,中位
价升量缩,-4.3,0,26.6,30.13,10.93,-2.13,低位
高量柱,-3.54,0,22.7,32.25,9.49,-2.71,低位
价升量缩,-5.72,0,22.1,32.61,9.24,0.27,低位
价升量缩,-9.21,0,25.2,28.53,9.61,-3.3,低位
价升量缩,3.26,1,26.1,55.64,19.64,-0.73,低位
价升量缩,-1.8,0,31.4,49.65,22.73,-4.55,低位
价升量缩,-4.77,0,38.2,42.67,26.33,-9.0,中位
价升量缩,1.35,1,33.0,46.15,22.73,0.35,低位
价升量缩,1.75,1,31.3,46.98,21.35,2.14,低位
价升量缩,5.92,1,33.3,44.91,22.46,0.7,低位
价升量缩,11.62,1,32.3,45.94,21.91,2.12,低位
倍量柱,3.49,1,43.7,35.41,27.54,-5.25,中位
高量柱,3.49,1,43.7,35.41,27.54,-5.25,中位
将军柱,3.49,1,43.7,35.41,27.54,-5.25,中位
倍量柱,-2.32,0,55.7,25.91,32.62,-11.89,中位
将军柱,-2.32,0,55.7,25.91,32.62,-11.89,中位
价升量缩,-3.96,0,49.0,31.11,29.84,1.9,中位
缩量回踩,-6.55,0,47.4,32.37,29.17,0.96,中位
缩量回踩,-7.19,0,50.8,28.21,29.17,4.17,中位
价升量缩,18.46,1,125.9,-9.15,44.48,-42.74,过峰
价升量缩,30.23,1,91.3,4.5,47.23,1.65,过峰
价升量缩,30.25,1,119.1,-9.05,56.38,-15.99,过峰
价升量缩,42.19,1,90.4,6.12,57.79,3.12,过峰
价升量缩,49.0,1,108.3,-4.88,63.49,-4.88,过峰
价升量缩,60.04,1,114.2,-9.13,73.23,-14.07,过峰
价升量缩,59.96,1,113.2,-9.11,77.89,-29.02,过峰
价升量缩,30.68,1,112.5,-9.09,81.72,-41.33,过峰
价升量缩,-6.01,0,63.5,47.93,83.21,4.43,中位
高量柱,-14.64,0,66.4,42.42,83.84,-5.42,高位
价升量缩,-25.01,0,74.3,29.47,85.31,-14.02,高位
价升量缩,-20.86,0,54.0,68.86,80.84,-2.01,中位
价升量缩,1.56,1,39.1,117.53,75.32,4.35,中位
价升量缩,2.41,1,36.9,127.09,74.23,4.47,中位
缩量回踩,-8.38,0,38.6,119.38,75.11,1.7,中位
高量柱,-14.62,0,18.6,139.72,31.99,-17.0,凹底
缩量回踩,-4.07,0,20.9,111.39,29.43,1.76,低位
缩量回踩,-2.33,0,19.5,115.71,27.99,1.64,凹底
缩量回踩,-5.18,0,19.6,115.18,28.16,0.82,凹底
倍量柱,-7.41,0,33.2,59.71,29.66,-9.99,低位
高量柱,-7.41,0,33.2,59.71,29.66,-9.99,低位
将军柱,-7.41,0,33.2,59.71,29.66,-9.99,低位
高量柱,-6.64,0,34.3,58.19,30.32,-10.85,低位
价升量缩,-9.34,0,38.6,52.4,32.88,-14.11,中位
价升量缩,2.09,1,33.1,53.14,26.24,0.0,低位
缩量回踩,-3.51,0,47.6,29.59,26.85,0.25,中位
缩量回踩,-2.99,0,49.3,28.31,27.57,1.56,中位
价升量缩,-3.11,0,46.4,30.46,26.36,-0.67,中位
倍量柱,1.41,1,50.9,25.38,26.3,-1.17,中位
高量柱,1.41,1,50.9,25.38,26.3,-1.17,中位
将军柱,1.41,1,50.9,25.38,26.3,-1.17,中位
价升量缩,3.39,1,52.4,24.44,26.85,-1.91,中位
倍量柱,11.22,1,57.4,21.31,28.69,-2.51,中位
高量柱,11.22,1,57.4,21.31,28.69,-2.51,中位
将军柱,11.22,1,57.4,21.31,28.69,-2.51,中位
价升量缩,9.77,1,55.8,22.3,28.1,0.82,中位
高量柱,-6.29,0,87.1,5.41,36.51,-8.95,过峰
价升量缩,-4.27,0,84.6,6.41,35.15,5.45,高位
价升量缩,-11.08,0,80.3,8.33,33.98,2.78,高位
缩量回踩,-8.18,0,77.0,9.89,33.03,0.68,高位
缩量回踩,-7.21,0,76.2,10.23,32.82,0.61,高位
价升量缩,0.56,1,21.6,26.44,7.27,2.01,低位
倍量柱,-1.71,0,17.3,25.78,5.4,-0.7,凹底
高量柱,-1.71,0,17.3,25.78,5.4,-0.7,凹底
将军柱,-1.71,0,17.3,25.78,5.4,-0.7,凹底
价升量缩,-2.14,0,17.9,25.57,5.57,-0.87,凹底
价升量缩,-2.65,0,20.9,24.38,6.46,-1.81,低位
价升量缩,3.45,1,15.9,26.33,4.99,0.61,凹底
百日低量,3.45,1,15.9,26.33,4.99,0.61,凹底
倍量柱,-3.48,0,25.1,22.79,7.65,-2.21,低位
高量柱,-3.48,0,25.1,22.79,7.65,-2.21,低位
将军柱,-3.48,0,25.1,22.79,7.65,-2.21,低位
价升量缩,-0.93,0,30.4,20.84,9.12,-3.77,低位
价升量缩,-4.39,0,27.4,21.96,8.28,0.08,低位
倍量柱,-4.04,0,32.9,21.45,10.51,-8.33,低位
高量柱,-4.04,0,32.9,21.45,10.51,-8.33,低位
将军柱,-4.04,0,32.9,21.45,10.51,-8.33,低位
价升量缩,5.08,1,17.9,27.56,6.01,1.06,凹底
价升量缩,-9.08,0,36.6,20.03,11.55,2.83,中位
缩量回踩,-5.14,0,25.8,24.27,8.43,0.43,低位
价升量缩,-2.19,0,10.8,30.07,3.62,-1.72,凹底
倍量柱,-3.28,0,26.1,20.24,7.16,-3.66,低位
高量柱,-3.28,0,26.1,20.24,7.16,-3.66,低位
价升量缩,-2.17,0,24.0,16.9,5.34,0.98,低位
价升量缩,-4.21,0,32.3,11.21,5.34,0.98,低位
价升量缩,2.53,1,32.9,18.91,9.26,-4.49,低位
价升量缩,2.14,1,34.2,18.46,9.61,-4.85,低位
价升量缩,-3.5,0,45.8,14.75,12.44,0.0,中位
价升量缩,-6.38,0,44.1,15.28,12.04,0.74,中位
价升量缩,-5.39,0,33.6,18.68,9.44,0.86,低位
价升量缩,-7.35,0,25.6,34.16,11.75,1.19,低位
价升量缩,8.17,1,9.3,46.24,4.76,-0.25,凹底
价升量缩,0.12,1,15.5,41.8,7.65,-3.28,凹底
高量柱,-2.73,0,23.8,36.17,11.32,-7.12,低位
高量柱,-5.34,0,27.5,33.83,12.84,-8.72,低位
价升量缩,-2.4,0,20.4,38.43,9.85,1.19,低位
缩量回踩,-3.14,0,18.4,39.76,8.98,1.2,凹底
价升量缩,-7.63,0,20.1,38.6,9.74,0.36,低位
缩量回踩,-3.15,0,17.0,40.77,8.32,1.21,凹底
价升量缩,-2.3,0,17.7,40.26,8.65,0.84,凹底
价升量缩,-0.63,0,25.1,33.41,11.21,-3.74,低位
缩量回踩,-0.51,0,22.0,35.31,9.95,1.07,低位
倍量柱,-2.48,0,28.5,31.42,12.54,-1.84,低位
将军柱,-2.48,0,28.5,31.42,12.54,-1.84,低位
缩量回踩,-3.7,0,25.1,29.94,10.06,0.71,低位
高量柱,-0.97,0,130.6,-4.96,21.15,-15.8,过峰
高量柱,-10.93,0,154.9,-10.97,30.97,-26.29,过峰
高量柱,-20.78,0,139.0,-11.04,39.36,-35.24,过峰
价升量缩,6.12,1,42.3,31.94,23.45,2.66,中位
价升量缩,4.32,1,47.6,28.2,25.62,-0.25,中位
缩量回踩,0.45,1,53.3,24.37,27.84,3.82,中位
价升量缩,-7.48,0,55.6,22.9,28.69,2.6,中位
价升量缩,7.72,1,56.3,22.47,28.94,-1.18,中位
价升量缩,2.77,1,62.9,18.43,31.29,-4.21,中位
倍量柱,-4.67,0,73.5,12.54,34.7,-5.3,高位
将军柱,-4.67,0,73.5,12.54,34.7,-5.3,高位
价升量缩,-3.77,0,75.7,11.34,35.4,-6.31,高位
价升量缩,-9.96,0,84.0,7.21,37.8,-9.78,高位
价升量缩,0.61,1,76.0,11.22,35.47,3.21,高位
价升量缩,6.99,1,79.6,9.35,36.55,-3.36,高位
价升量缩,14.59,1,76.2,11.1,35.54,1.17,高位
高量柱,-2.07,0,97.3,1.17,41.3,-7.87,过峰
